premise	hypothesis	label
بخش عمده اسلحه مورد نیاز عراقی ‌ها در طول جنگ توسط شوروی تأمین می‌شد. کشورهای ایتالیا و بلژیک با ارسال موشک‌های پیشرفته ضد زره و کمک به عراق در ساخت توپخانه دوربرد از جمله حامیان عراق بودند.	بلژیک با ارسال موشک‌های پیشرفته ضد زره به رژیم بعث عراق در جنگ کمک کرد.	e
بخش عمده اسلحه مورد نیاز عراقی ‌ها در طول جنگ توسط شوروی تأمین می‌شد. کشورهای ایتالیا و بلژیک با ارسال موشک‌های پیشرفته ضد زره و کمک به عراق در ساخت توپخانه دوربرد از جمله حامیان عراق بودند.	بلژیک بیشترین تسلیحات را برای رژیم بعث عراق در طول جنگ آماده کرد.	c
بخش عمده اسلحه مورد نیاز عراقی ‌ها در طول جنگ توسط شوروی تأمین می‌شد. کشورهای ایتالیا و بلژیک با ارسال موشک‌های پیشرفته ضد زره و کمک به عراق در ساخت توپخانه دوربرد از جمله حامیان عراق بودند.	بلژیک با در اختیار داشتن بیشترین منابع نفت و گاز دنیا، عمده‌ترین پشتیبان عراق از نظر مالی و نیروی انسانی بودند.	n
پل بعثت به عنوان یکی از مهمترین خدمات جهاد سازندگی در زمینه پل سازی در دوران دفاع مقدس بود. مرحله اول نصب پل بعثت در روز جمعه ۲۸/۶/۱۳۶۵ به اتمام رسید. ماموریت این کار بزرگ بر عهده جهاد سازندگی قرار گرفت.	ماموریت احداث پل بعثت به عهده جهاد سازندگی بود.	e
پل بعثت به عنوان یکی از مهمترین خدمات جهاد سازندگی در زمینه پل سازی در دوران دفاع مقدس بود. مرحله اول نصب پل بعثت در روز جمعه ۲۸/۶/۱۳۶۵ به اتمام رسید. ماموریت این کار بزرگ بر عهده جهاد سازندگی قرار گرفت.	 ارتش جمهوری اسلامی، مسئول نصب پل بعثت بود.	c
پل بعثت به عنوان یکی از مهمترین خدمات جهاد سازندگی در زمینه پل سازی در دوران دفاع مقدس بود. مرحله اول نصب پل بعثت در روز جمعه ۲۸/۶/۱۳۶۵ به اتمام رسید. ماموریت این کار بزرگ بر عهده جهاد سازندگی قرار گرفت.	احداث پل بعثت ۶ ماه به طول کشید.	n
سرانجام عملیات بیت‌المقدس در ساعت؛ ۳۰ دقیقه بامداد روز ۱۰ اردیبهشت ۱۳۶۱ با قرائت رمز عملیات یا علی ابن ابی‌طالب، از سوی فرماندهی مشترک ارتش و سپاه آغاز شد. 	عملیات بیت المقدس با رمز یا علی بن ابی طالب آغاز شد.	e
سرانجام عملیات بیت‌المقدس در ساعت؛ ۳۰ دقیقه بامداد روز ۱۰ اردیبهشت ۱۳۶۱ با قرائت رمز عملیات یا علی ابن ابی‌طالب، از سوی فرماندهی مشترک ارتش و سپاه آغاز شد. 	در روز ۱۰ اردیبهشت ۱۳۶۱ با رمز یا زهرا عملیات بیت‌المقدس شروع شد.	c
سرانجام عملیات بیت‌المقدس در ساعت؛ ۳۰ دقیقه بامداد روز ۱۰ اردیبهشت ۱۳۶۱ با قرائت رمز عملیات یا علی ابن ابی‌طالب، از سوی فرماندهی مشترک ارتش و سپاه آغاز شد. 	عملیات بیت‌المقدس به چهار دوره زمانی شامل مرحله اول تا چهارم تقسیم می‌شد.	n
امام خمینی فرمود: تضعیف اسلام در تضعیف دولت و ارتش است.	به فرموده‌ی امام خمینی تضعیف اسلام در تضعیف ارتش است.	e
امام خمینی فرمود: تضعیف اسلام در تضعیف دولت و ارتش است.	مطابق گفته امام خمینی تضعیف اسلام در تضعیف سپاه است. 	c
امام خمینی فرمود: تضعیف اسلام در تضعیف دولت و ارتش است.	امام خمینی: این ارتش، ارتش اسلام است و ارتش اسلام احترام دارد.	n
تامین عمده‌ترین نیازمندی‌های تسلیحاتی،آموزشی و تدارکاتی عراق در دوران جنگ، توسط کشورهای شوروی و فرانسه بود و تامین تجهیزات نظامی توسط دولت های اروپایی مانند ایتالیا و ... بود. 	عمده‌ترین تامین‌کنندگان سلاح برای ارتش عراق در دوران جنگ، کشورهای شوروی و فرانسه بودند	e
تامین عمده‌ترین نیازمندی‌های تسلیحاتی،آموزشی و تدارکاتی عراق در دوران جنگ، توسط کشورهای شوروی و فرانسه بود و تامین تجهیزات نظامی توسط دولت های اروپایی مانند ایتالیا و ... بود. 	کشورهای فرانسه و انگلیس، اصلی‌ترین تامین‌کنندگان تسلیحات برای عراق بودند.	c
در اجلاس سران دول صادر کننده نفت (اوپک) که چهارم تا ششم مارس ۱۹۷۵ میلادی در الجزایر تشکیل شد، با میانجی‌گری الجزایر، بین ایران و عراق در خصوص نحوه حل اختلافات میان دو کشور توافق و بیانیه‌ای منتشر شد.	در اجلاس سران دولت های صادر کننده نفت که مارس ۱۹۷۵میلادی تشکیل شد، با میانجی‌گری کشور الجزایر در مورد اختلافات مرزی ایران و عراق توافق شد.	n
در اجلاس سران دول صادر کننده نفت (اوپک) که چهارم تا ششم مارس ۱۹۷۵ میلادی در الجزایر تشکیل شد، با میانجی‌گری الجزایر، بین ایران و عراق در خصوص نحوه حل اختلافات میان دو کشور توافق و بیانیه‌ای منتشر شد.	با میانجی‌گری انگلستان در اجلاس اوپک، بین ایران و عراق بیانیه ای صادر شد. 	c
در اجلاس سران دول صادر کننده نفت (اوپک) که چهارم تا ششم مارس ۱۹۷۵ میلادی در الجزایر تشکیل شد، با میانجی‌گری الجزایر، بین ایران و عراق در خصوص نحوه حل اختلافات میان دو کشور توافق و بیانیه‌ای منتشر شد.	توافق بین شاه سابق ایران و صدام حسین معاون وقت رئیس جمهوری عراق، و با میانجی‌گری الجزایر صورت گرفت.	n
آخرین جنگ بین ایران و عثمانی (قبل از فروپاشی این امپراطوری در سال ۱۹۲۰ میلادی) در سال ۱۸۲۳ میلادی در زمان سلطنت فتحعلی‌ شاه قاجار رخ داد که منجر به عقد قرارداد معروف ارزروم گردید.	واپسین جنگ ایران و عثمانی در زمان سلطنت فتحعلی شاه قاجار منجر به عقد قرارداد ارزروم گردید.	e
آخرین جنگ بین ایران و عثمانی (قبل از فروپاشی این امپراطوری در سال ۱۹۲۰ میلادی) در سال ۱۸۲۳ میلادی در زمان سلطنت فتحعلی‌ شاه قاجار رخ داد که منجر به عقد قرارداد معروف ارزروم گردید.	 با دخالت روس و انگلیس پس از گذشت ۴ سال عهدنامه ارزروم دوم در سال ۱۲۶۳ق/۱۸۴۷م منعقد شد.	n
